author,text,published_at,like_count
@erajayajaya4507,"Terimakasih sekali kepada guru gembul, sangat masuk diakal untuk pencerahan nya dan gampang disimak 🙏🙏🙏",2025-07-07T15:21:28Z,0
@lalaykadut3551,Ultra dungu pro max disingkat jadi :Goblllok😂,2025-07-07T15:21:27Z,0
@GarudaPemburu123,"Kelakuan mereka minoritas,, kalau udah masuk daerah mayoritas islam,,,minoritas akan menggerkan misionaris(misi pemurtadan) denga dalih iming2😂😂😂😂😂😂😂😂",2025-07-07T15:21:09Z,0
@krishar7729,Ampuun dogolnyaa..... Apakah Islam membuatmu jd bodoh???  ...atau emg aslinya bodoh?,2025-07-07T15:20:51Z,0
@militia777,Self destruction,2025-07-07T15:20:15Z,0
@tutijulia3282,Biarlah Tuhan Yesus yg menjamah dalangnya at provokator at orang kuat yg berada di belakang keributan ini. Amin.,2025-07-07T15:19:55Z,0
@joekukar,"Otak Provokator ini Penguasa Langit, Sampek Sampek Kemenkuham ikut bicara utk membebaskan para tersangka, Lah yg korban malah di datangi juga kagak.....",2025-07-07T15:19:54Z,0
@janpeterjongens3860,Setuju pendapatnya guru gembul,2025-07-07T15:19:40Z,0
@nasscarletraven9934,Gak heran sirkelnya aja sama Ade Armando.. lama2 jadi kek abu janda ini si gembul ..,2025-07-07T15:19:17Z,0
@marisigabe1718,"Pelaku2nya harus berhadapan dgn hukum dan Abdul Somad, Agy sujana dll sebagai tokoh yg berpengaruh atas ucapan2nya juga harus mendapat tindakan.",2025-07-07T15:19:05Z,0
@robertuskhalifah5320,Apapun namanya kalau sudah MABUK pasti bertindak diluar nalar..MABUK agama pun pasti berbuat diluar nalar dalam arti NEGATIF. Mayoriitas dalam kuantitas dan MINORITAS dalam KUALITAS ...,2025-07-07T15:18:51Z,0
@heroes2127,Jujur saya muak melihat semua ini.,2025-07-07T15:18:33Z,0
@fatkurrahman1138,Mbul gembul,2025-07-07T15:17:30Z,0
@happysukma9011,Guru gembul ..... Anda istimewaaaaaaa 🙏,2025-07-07T15:17:13Z,0
@chamar8108,"Kementrian HAM, yang tugasnya menjaga hak Azasi Manusia. Kok malah mereka membela pelanggar hak azasi..",2025-07-07T15:17:00Z,0
@RF66777,"Selain menjelekan nama islam mereka juga menjelekan nama sunda, udah gak aneh banget di tatar sunda kejadian model begini, bahkan jawa barat serung sekali disebut daerah intoleran, ya karena masyarakat itu sendiri yg meninggalkan adat budaya tanah kelahirannya dan malah mengidolakan budaya arab. Budaya sendiri dimusyrik²kan budaya arab dijilat, jati diri kita sudah hilang.. Orang yg berbudaya dan cinta seni tidak akan melakukan hal bejat seperti ini!!! Jadi untuk sekarang saya bersyukur ada gubernur yg masih mencintai budaya sunda, saya lebih suka masyarakat sunda yg terdoktrin budaya siliwangi daripada yg terdoktrin budaya gurun arab.

Rahayu🙏❤",2025-07-07T15:16:36Z,12
@sartonahnowak4204,Sepertinya orang Islam ngak punya ketenangan ...Selalu mencari kesalahan orang lain...di dunia hidupnya begitu bagaimana nanti di ahirat...di negara lain yg bukan Islam mereka hidupnya lebih tenang..,2025-07-07T15:16:32Z,0
@dannyglory2002,Apakah pasal 29 UUD 1945 msh berlaku ?,2025-07-07T15:16:05Z,0
@KohendraV2,Mui bubarin aja ..,2025-07-07T15:15:36Z,0
@lkpgeniusarcom4063,Jangan kasih ide dong pak guru 😂,2025-07-07T15:15:15Z,0
@ewintogatorop7194,"Amar ma'ruh nahi mungkar...., itulah arti sejatinya yaitu.., :mengajak orang berbondong-bondong. Untuk melakukan kekerasan, pengrusakan, menusuk, menikam pendeta, dan Mensabotase, dan MengeBOM rumah ibadah Umat non Muslim. Itulah arti sesungguhnya arti Amar Ma'ruf Nahi Mungkar. Guy's jangan heran dan bingung. Akan arti tersebut.",2025-07-07T15:13:59Z,0
@antonsudarjo8675,"Para pelakunya itu nalarnya lebih rendah drpd anjing, anjing itu tahu balas budi, setia kpd siapapun yg berbuat baik.",2025-07-07T15:13:56Z,0
@GameFreak1711,"Taulah masyarakat daerah jabar intoleransinya gimana, padahal daerahnya banyak yg ekonominya dibawah, di Bali yg jadi pemandu karaoke/LC kebanyakan dari bandung padahal daerah yg religius katanya?",2025-07-07T15:13:45Z,0
@AntoniusKiki-v3f,"Bukan sekedar kriminal. ""Ini Intoleransi Agama""😢😢😢😢😢",2025-07-07T15:13:44Z,0
@adithioagustyan1712,"Pak guru apakah identitas pelaku diungkap? Gorengan semacam ini apakah dapat dianalisa dalam kerangka operasi intelejen asing?

Jika anda adalah negara luar yg tidak ingin indonesia tenang, ya jadikan isu agama sbg gorengan.

Kelihatan dari polanya sangat terstruktur, dan terkesan disembunyikan",2025-07-07T15:13:37Z,0
@glennwurangian5593,Puji TUHAN,2025-07-07T15:13:35Z,0
@janpeterjongens3860,Setuju guru Kenya guru gembul .,2025-07-07T15:12:32Z,0
@JosepHayon-o8n,Jemaat islam sebagian kurang terdidik shg mudah diprovokasi. Mngkn juga kurang memahami buku sucinya karena ga paham bahasa kitab suci. Soal MUI yaaa kelihatannya pro shg diam dan bisa berbuat demikian karena mayoritas. Bedalah dg MUI di daerah yg muslimnya minoritas,2025-07-07T15:12:18Z,0
@hudimaryanto9786,Bubarkan MUI..  tidak ada guna..  MUI itu LSM saja.. ormas..   bukan lembags resmi negara..,2025-07-07T15:11:56Z,0
@happyindex9278,"😂🤣😅 ... yaaa begitulah jadinya jika /ketika sin-think wan dan ngibulwan hanya karena hafal kitab telah didaulat sbg wakil tuhan ... wkwkwkwkwkwkwk ... sin-thinkwan dan ngibulwan sejak jaman mr flinstone hanya butuh pengikut dan budak !!! ... drpd jadi penyembah ngibulwan dan sengketawan, nyembah sendal jepit rasanya lebih bermanfaat, paling tidak telapak kaki tidak tertusuk krikil tajam dan tidak perlu buang2 waktu nyembah ngibulwan atau spanduk macam jijik brijik !!! ... dan paling tidak sendal jepit nggak pernah menghasut manusia untuk saling benci / bunuh !!!",2025-07-07T15:11:30Z,0
@TheBlastar,Ormas ini mah... 😂,2025-07-07T15:11:15Z,0
@rayatenggara2433,Satire,2025-07-07T15:11:06Z,0
@chamar8108,"Padahal mereka banyak sekali ya...
Tapi kok malah cuma 8 orang..",2025-07-07T15:10:27Z,0
@GoestyWirasastra,"Terkait perhatian KDM meringankan beban perasaan korban dgn memberi 100juta, dari kantong pribadi nya, bisa di artikan negatif juga bisa positif... tapi KDM Berniat baik, karena melihat langsung kerusakan di TKP, spontan hati nya bergerak.",2025-07-07T15:10:24Z,0
@sartonahnowak4204,Di Indonesia Agamanya mayoritas. Mengikuti agama dari luar..Alias timur tengah....beragama tapi ngak beriman....tampaknya jahat....ngak takut dosa....beragama merasa paling suci dan merasa benar sendiri...Imannya 0...malu dangan agama lain...,2025-07-07T15:10:07Z,0
@iyuoklbnljkbuiovi,"Data publik mengatakan hal yang mustahil disangkal. Setara Institute mencatat 262 insiden pelanggaran kebebasan beragama dengan 402 tindakan sepanjang 2024, naik tajam dari 217 insiden pada 2023. Dari 402 tindakan itu, 243 dilakukan masyarakat sipil dan 159 oleh aparat negara . Dalam laporan terpisah Komnas HAM menegaskan Peraturan Bersama Menteri 2006 tentang pendirian rumah ibadat justru mempermudah pelarangan tempat ibadah dan menjadi “hambatan administratif” permanen . Survei Wahid Foundation menunjukkan 57 persen Muslim mengaku intoleran terhadap sedikitnya satu kelompok keagamaan atau identitas lain . Angka dan regulasi itu membentuk sebuah ekosistem, bukan rangkaian kebetulan.

Karena pola ini berulang lintas provinsi, narasi Guru Gembul yang menyebut pelaku sebagai “oknum” hanyalah cara nyaman menolak fakta struktural. Oknum identik dengan penyimpangan individu, sedangkan rangkaian perusakan gereja, pembubaran misa, dan pengadangan pembangunan rumah ibadat justru konsisten muncul di wilayah mayoritas Muslim sejak regulasi 2006 diterapkan. Bila aparat sering kali hadir sebagai mediator alih‑alih penegak hukum, dan warga lain ramai membenarkan aksi tersebut atas nama “syariat” atau “amar makruf”, maka sebetulnya terjadi legitimasi sosial, bukan sekadar tindakan liar.

Apakah seluruh Muslim bangga? Tidak semua. Sebagian tokoh dan organisasi tegas menolak kekerasan. Namun angka intoleransi lebih dari separuh populasi menunjukkan banyak yang setidaknya tidak terganggu atau bahkan merasa kewajiban agama terpenuhi ketika minoritas dihambat. Dalam iklim seperti ini, ungkapan “memalukan umat Islam” hanya beresonansi pada kelompok yang sudah resah sejak lama; bagi khalayak yang menilai tindakan pengusiran ibadah sebagai amal saleh, rasa malu tidak hadir.",2025-07-07T15:10:02Z,0
@HenriParengkuan,Terus mksd ente apa? org Manado Papua Ambon bukan Indonesia ?,2025-07-07T15:08:51Z,0
@windaoktaviani9576,Orang2 kristen itu punya doktrin jika ditampar pipi kiri serahkan pipi kanan. Saya berharap saudara2ku umat kristen memegang doktrin itu. Tetaplah menebarkan kasih sayang di antara sesama manusia walaupun dizolimi. Yakinlah orang2 yg intoleran hanya masalah waktu saja akan hilang.,2025-07-07T15:08:11Z,0
@nauli6017,Jawa Barat tuh paling intoleran se-Indonesia dan SDM paling rendah se-Indonesia tetapi mereka paling intoleran sm Agama Kristen gak tau kenapa dari zaman sunda wiwitan menghilang perlahan.,2025-07-07T15:08:07Z,0
@ignasiuspandi8927,Trima kasi pa guru❤😂,2025-07-07T15:07:35Z,0
@ignasiuspandi8927,Ada ada aja  pa guru ini❤😂🎉,2025-07-07T15:06:46Z,0
@TiagasDowah,Betul itu❤❤❤ salam dari kalimantan.... ❤❤❤,2025-07-07T15:06:04Z,0
@JeniArsyla,"Intinya kalau ada yang nolak pembangunan gereja atau tentang kegiatan NONIS pasti daerah itu banyak masyarakat yang terafiliasi dengan NU.. 

Karena engga mungkin kalau muhamaddiyah di daerah sayah ada gerejA yang deket kantor ormas PERSIS tapi aman udh lama",2025-07-07T15:05:21Z,0
@Opas-t1k,Icelam paling banyak dibenci diseluruh dunia akibat sifat intoleran mreka.!!!,2025-07-07T15:05:11Z,0
@eunikeungaran8445,"Indonesia dibagi 2 aja, yg nonis di Indonesia Timur yg muslim di Indonesia barat,semua yg punya aset ditukarkan gimana 😂",2025-07-07T15:05:08Z,0
@duniarael4592,Ternyata guru gembul juga manusia yang punya kelemahan.. Saya lupa kalau dia juga banyak kekurangan,2025-07-07T15:04:57Z,0
@BennyMaran,"Terima kasih Guru Gembul, atas pandangannya yg sangat bagus utk toleransi di Indonesia.
Kami tetap mendoakan pihak² yg mengatasnamakan agama utk mempersekusi agama lain.
"" Tuhan Allah ampuni mereka krn mereka tidak tau apa yg mereka perbuat""😇🙏",2025-07-07T15:04:16Z,1
@murnikasniverawati6706,Malu rasaya memiliki  agama yang tertera di ktp,2025-07-07T15:04:06Z,0
@Koecing_orange1,Basii banget pakek kata oknum🌚,2025-07-07T15:03:13Z,0
@FilterLain-b9g,Gerombolan mukibin,2025-07-07T15:02:47Z,0
@SalahuddinWahid-s7d,"Pernah mnjdi bagian dari salah satu ummat dungu yang suka mengganggu kegiatan kerohanian para oten 

Tetapi puji Tuhan pada bulan april 2023 malah menjadi bagian dari oten setelah mengikuti pelajaran selama 6 bulan

Saya percaya, para oten saat itu pasti mendoakan saya

Sebuah kalimat (yang ternyata ayat dari Injil) yang saya baca dikolom komentar saat itu, betul-betul selalu muncul dipikiran saya, krna standarnya   moralnya sangat super duper tinggi

Dan setelah saya mnjdi oten, trnyata kalimat itu adalah sebuah ayat dari Injil Matius
 5 : 44 ""Tetapi Aku berkata kepadamu: Kasihilah musuhmu dan berdoalah bagi mereka yang menganiaya kamu""

Amazing❤❤",2025-07-07T15:02:45Z,2
@NizarMaulanaSidiq01,Tabnail nya ganti jangan caption mengandung perpecahan... jangan hanya menrik audiens ...harus berpikir dampak nya,2025-07-07T15:02:42Z,0
@ignasiuspandi8927,Gokil  gokil❤❤,2025-07-07T15:02:11Z,0
@AsaskadarDachi,Tks buat pencerahannya...,2025-07-07T15:02:02Z,0
@YordanYasa-i7y8k,"SAUDARAKU UMAT KRISTIANI.... SAYA YAKIN ANDA TDK AKAN MEMBALAS PERBUATAN MEREKA. 
Karena anda tahu bahwa pembalasan itu bukan hak anda, tapi hak Tuhan.🙏",2025-07-07T15:02:02Z,0
@Hd.Chanel865,Anehh dan lucu negara dan penjabat lagi joget GEMOY🤸🤸‍♂️🤸‍♀️😅,2025-07-07T15:01:48Z,0
@nanangnanang4542,"Mohon pihak yg dirugikan minta ganti rugi CRIMINAL murni kemudian minta ganti rugi adanya anak anak yg ibadah di rusak kebebasan beribadah dan perlu adanya pengembalian psikollogi trauma 
  Mungkin ada indikasi politik terbenam!!? Akan terus diusut hukuman 15 thn",2025-07-07T15:01:33Z,0
@eddykof8958,"Katanya mereka juga menjarah barang berharga, berarti mereka memang pengangguran madesu, lihat yg ikut retreat itu berduit timbul iri hati dan nafsu untuk memiliki harta benda orang lain",2025-07-07T15:01:03Z,0
@nanangnanang4542,"Mohon pihak yg dirugikan minta ganti rugi CRIMINAL murni kemudian minta ganti rugi adanya anak anak yg ibadah di rusak kebebasan beribadah dan perlu adanya pengembalian psikollogi trauma 
  Mungkin ada indikasi politik terbenam!!? Akan terus diusut hukuman 15 thn",2025-07-07T15:00:46Z,0
@ignasiuspandi8927,"Bagus pak guru,",2025-07-07T15:00:08Z,0
@sandersnyoman6417,"Malu melihat mereka yang tidak punya rasa malu. 
Bukan malu dari MALUku tapi rasa malu dari BALI.",2025-07-07T14:59:41Z,0
@fathydzaky5294,Masyarakat islam di indonesia ini takut dgn agama laen islam itu apa sebenarnya agama apa partai politik apa cuma kelompok perman?? Jangan2 islam itu nama sebuah kelompok mafia??,2025-07-07T14:59:00Z,0
@cxvin1863,"ayo pak guru, coba selidiki, dan publikasikan siapa dugaan dalangnya ini, ayo netizen semua cari dalangnya",2025-07-07T14:58:52Z,0
@ishakasdkizz2059,"Kata"" terakhirnya puas banget😂😂",2025-07-07T14:58:08Z,0
@axiexy,sukabumi basisnya front pembela isis dan pemuja pemakan daki wabib baalwikwi,2025-07-07T14:58:06Z,0
@GoestyWirasastra,"Tindakan dan Perbuatan yg merundung, persekusi dan pelarangan umat nasrani di republik ini sering terjadi dan terus akan terjadi, karena :
1. Ajaran nya me nyuratkan utk seperti itu (edis tv),
2. Negara ambigu dan terjadi pembiaran,
3. Aparat keamanan cendrung takut dan memihak ke oknum mayoritas,
Pikirkanlah itu...!!!",2025-07-07T14:57:30Z,0
@SuandySun,Sebenarnya kita ini hidup di negara apa ya 😢..,2025-07-07T14:57:11Z,0
@lovefull_22,"Kebanyakan intoleransi ada di sekitar DKI, jawa barat (depok, sukabumi), banten (cilegon). Mungkin karena terpapar wabah dari imigran yaman (FPI)",2025-07-07T14:56:58Z,1
@YordanYasa-i7y8k,Untung aku hidup di lingkungan toleran.,2025-07-07T14:56:52Z,0
@ayimulyana6095,Bala gehu cireng pisgor,2025-07-07T14:56:39Z,0
@marisigabe1718,"Terimakasih komentar dan reaksi dari guru gembul, karena teror kepada kaum agama mintoritas itu selalu terulang dan terulang karena mereka peneror itu merasa memiliki hak karena adanya peraturan pemerintah yg memang diskriminasi, semoga konentar dan reaksi guru gembul menyadarkan semua pihak, Pemerintah dan umat agama tertentu.",2025-07-07T14:56:37Z,0
@kristiananggur1881,Suatu tanda Agama Islam tdk akan diminati lagi atau dijauhi.,2025-07-07T14:56:25Z,0
@thachariaamoy,"Yang jadi permasalahan itu kenapa harus memakai SALIB untuk merusak bangunan?????? SALIB ADALAH SIMBOL AGUNG DAN SUCI UMMAT KRISTIANI....................SE-DUNIA

PERMASALAHAN INI INDONESIA TERSOROT OLEH DUNIA KEMANUSIAAN..........",2025-07-07T14:56:06Z,0
@martings3103,"Ini bukan soal agama, di channel nya KDM para istri tersangka datang minta keringanan sambil jelaskan kasusnya....ternyata kasus kebisingan sampai subuh. Sempat ditegur warga bersama kades setempat.
Mungkin karena merasa tdk dihormati maka warga marah & akhirnya marahnya melebar sampai bawa2 agama.",2025-07-07T14:54:58Z,0
@sylvester4059,"tapi mau gimana lagi, negara jelas2 tidak hadir. pak kadeem be like ""i'll do it my self"".",2025-07-07T14:54:24Z,0
@Gerry082O93,"Jawa bang bukan indonesia 🤣
Kalimantan aman sih, malah ada yang sampingan gereja sama masjid, whiara sama masjid 🤭",2025-07-07T14:53:57Z,0
@milkyy12,"TOA masjid noh berisik, masjid nutup jalan kalo ada pengajian/bahkan shalat jumat yang jemaah nya ga sampe jalan raya tapi jalan di tutup


malu jadi org islam gini amat",2025-07-07T14:53:36Z,0
@charlosandhesta4694,MUI : Jenis kelamin Pria (Jika dalam bahasa Tobelo ),2025-07-07T14:53:01Z,0
@brain9287,Bhineka Tunggal Ika,2025-07-07T14:52:21Z,0
@WiyonoGonawan,"Percuma meski ada UUnya  , kebebasann beragama bla3x is BULL SHIT. 
Itu dimana ada pembamgunan greja yg dihalang2in, daerah mana lagi tuh
......
Konoha = RUWET mazzz e,",2025-07-07T14:52:02Z,0
@teronyuda1213,Bravo bung gg,2025-07-07T14:50:08Z,0
@OfficialID21,Terpesona sama cara berfikir guru gembul❤,2025-07-07T14:49:50Z,0
@buluketek5030,"25:22 tp gmn dong pak guru, buka usaha aja dipalakin ormas
dahlah ga ada harapan disini",2025-07-07T14:49:03Z,0
@luthfimuntashir9902,"Negeri ini semakin kacau, orang-orang intoleran dilindungi oleh negara!!!",2025-07-07T14:49:01Z,1
@tobiastito67,"Kalau anak bangsa ini semuanya seperti pak guru gembul , negeri akan  DAMAI dan itulah hikmah agama yg sesungguhnya , salam  dari FLORES.",2025-07-07T14:48:51Z,0
@JhonBakara-z8p,"Yg bikin sy geli,yg 100 jt dr pk KDM,dibagi buat kebutuhan warga sekitar,tp warga yg ikut melakukan perusakan gk ada yg protes 😊 kalau sy intoleran,itu sama saja sy menghina Tuhan saya, krn Tuhan sy mengajar kasih, untuk mengasihi sesama manusia bahkan musuh sy jg HARUS saya kasihi 🙏",2025-07-07T14:48:48Z,0
@Sukastowo-td7sy,👍👍👍👍👍👍Terimakasih atas pencerahannya..Guru Gembul..betul sekali..🙏🙏🙏,2025-07-07T14:47:34Z,0
@CakaleleDero,"Pak guru, damai sejahtera selalu di hatimu",2025-07-07T14:47:10Z,0
@lovesuminar,"Betuuuuulll buangeeetttttt pak guru.....dedengkotnya ga tersentuh ,kroco2 nya aja yg ditangkap.😅😅😅😅 buktinya seorang staf kemenham aja berani berstetemant  menjijijkkan seperti itu.makanya mereka berani karena merasa punya dekengan /jaminan petinggi.😅😅😅😅😅",2025-07-07T14:46:45Z,0
@herisutowo7660,"Oang orang itu gak usah dipenjara mending kirim ke daerah yg minoritas muslim  kyk di papua dan NTT biar dia tahu gimana rasanya tinggal di daerah minorutas, biar gak sombong",2025-07-07T14:45:41Z,0
@imamgumilar-i2f,Jadi boleh yah rumah singgah jadi gereja?,2025-07-07T14:45:32Z,0
@muhammadroyyan6343,Kalo dulu nyebutnya kristen protestan & kristen katolik. Skrg malah jd kristen & katolik,2025-07-07T14:45:29Z,0
@AnangBudiyanto,"Ini guru gembul kok lbh pinter dp org2 MUI ya, malulah otaknya kalah pinter sama guru gembul",2025-07-07T14:45:25Z,0
@yanuhendro9119,"Sdh berulang-ulang kejadian semacam ini, tp ga ada jaminan tdk terulang kembali dr pimpinan atau lembaga atau organisasi atau imam besar atau apalah namanya yg mengurusi umat Islam.Tampaknya Islam mmng dipakai alasan pembenaran untuk melanggar hukum sekaligus tempat untuk bersembunyi dr tindakan hukum. 
Wacana spy agama tdk perlu dicantumkan di KTP, agama tdk perlu diajarkan sbg mata pelajaran di sekolah, pelarangan parpol berbasis agama adalah solusi mengatasi masalah intoleran macam ini & meletakkan agama sbg ajaran etika & moral, & mengembalikan agama atau keyakinan ke ranah privat.",2025-07-07T14:44:46Z,0
@nainggolan9124,Keseringan bikin ribut,2025-07-07T14:43:56Z,0
@deodatustambunan5412,"Negara gagal menjalankan fungsinya 
Tujuan kita merdeka agar kita bisa di perlakukan lebih bebas,  beradab dan bebas dari tindakan keswenangan
Slogan NKRI harga mati tetnyata hanya slogan",2025-07-07T14:43:24Z,0
@Henzo-e1e,"7:29 justru karena orang-orang model kaya gini, orang islam banyak yang MURTAD jd Kristen, karena sebagian orang melihat ISLAM ya seperti mereka, KASAR, tidak punya toleransi, kejam. Semakin ada orang yang Mempersekusi non muslim kaya gini. Makin banyak orang MURTAD dan jd ATHEIS",2025-07-07T14:41:58Z,1
@asepbadrusalam6101,"Mantap guru, semoga guru terus selalu berpikir bijak ❤",2025-07-07T14:41:37Z,0
@ekomardian22,Percuma mayoritas tapi kelakuan buat malu. Kalah sama yg minoritas.,2025-07-07T14:40:09Z,0
@danielbara9063,Perang antar agama di indonesia semakin dekat..adu domba antar agama sudah dimainkan...hati hati,2025-07-07T14:39:37Z,0
@rjshomeanimations8156,"pernah di salah live broadcast salah satu app, gw dia ajak log in ke Islam.. Setelah penjelasan panjang kali lebar dari dia tentang Islam yg rahmatan Lil alamin, respon gw cuman satu.. ""gw suka Muhammad kalian, tapi gw gak suka Islam kalian""...",2025-07-07T14:39:34Z,0
@YohanesSalatnaya,"Lagian ngapain takut sih dgn misionaris atau pemurtadan, mau fikasih bansos, supermi, pakaian atau kerja, ya seharusnya elit2 umat islam terutama orang2 tajir ya wajib menyantuni dan memberdayakan ekonomi umat islam yg fakir miskin dong, jgn takut tergadai keimanan, biarin aja umat2 agama lain berkontribusi sosial biar jadi pembelajaran bagi MUI, pbnu, muhammadiyah dan ormas2 islam lainnya agar maju umat iskam ini",2025-07-07T14:38:40Z,0
@widodokusuma3105,"Pasti ada trasisu, buat nutupin kasus yg besar.",2025-07-07T14:38:24Z,0
@CountSt-Germain,"memalukan sekali lembaga MUI itu ditambah provokasi penyerang masih bebas , betapa konyol negeri ini.",2025-07-07T14:38:01Z,0
@YakubNg,"orang mau ibadah diteror, katanya gak boleh pake rumah untuk beribadah. orang mau bangung rumah ibadah gak dibolehin, katanya gak punya izin (IMB). orang udah kantongi IMB pun ditolak pembangunannya, katanya kristenisasi. asu dahlah terserah kalian. 😂",2025-07-07T14:36:47Z,0
@TethakHenakin,Itukan ajaran Islam pak guru gembulkum,2025-07-07T14:35:05Z,0
@NJ-zu6il,"Satu kata dari squidward ""PRIMITIP""",2025-07-07T14:34:59Z,0
@HerJourneyUnfolds-l5w,"Kok malah ngasih ide buat memfitnah? Itu lebih kejam dari membunuh loh, ck ck ck ck. Licik begitu dianggap pintar kah?",2025-07-07T14:34:18Z,0
@AndreasWijaya-kn7jm,"Maaf saya umat Kristen, saya hanya heran kenapa orang dengan agama terbesar di Indonesia, sangat takut terKristenisasi padahal umat Kristen tersebut hanya beribadah di dalam 1 ruangan tertutup dan tidak terdengar dari luar.

Beda dengan umat Islam di mana dakwahnya terdengar di luar sampai ke mana² menggunakan toa masjid. Bukan kah kami yg harusnya takut terIslamisasi?  Tetapi kita sama sekali tidak kuatir karena kami hanya berpikir bahwa mereka (umat muslim) sedang beribadah dan itu merupakan hal yang bagus.

Dan apabila anda sebagai umat muslim sangat takut terkristenisasi, kesimpulannya : Betapa rendahnya iman anda terhadap iman agama anda sendiri karena ketika melihat agama lain sedang beribadah, anda sangat ketakutan akan terpengaruh masuk Kristen. Jangan salahkan kami kalau iman anda sangat rendah. Mengerti??

Saya tahu tidak semua umat muslim sebodoh orang² yg mengacak² villa tersebut, tetapi kalau terlalu banyak umat muslim tersebut seperti itu, sdh tidak bisa lagi kita sebut oknum. Maaf saja.

Saya sangat berterima kasih ada tokoh² seperti pak Guru Gembul yg dapat mengedukasi rakyat yang mayoritas intelek dan imannya masih rendah ini.",2025-07-07T14:34:10Z,0
@OlA-y9c,Kalau ibadah kristen di larang dan di persekusi di jjewe beret tapi pesta gay boleh boleh saja asal pak polisi tidak di beritahu...di beritahu juga sekali saja selebihnya umat penyebar damai akan melindungi 🤣🤣🤣,2025-07-07T14:34:08Z,0
@dickya7434,Kemenham bagian dari kelompok mereka yaa🥱,2025-07-07T14:34:07Z,0
@arisetyono2321,"Hak beribadah dan beragama di jamin negara tp  polisi gag berani gercep bertindak,andaikan kang Dedy gag datang polisi gag cepat bertindak.ini yg menjadi pertanyaan",2025-07-07T14:34:01Z,0
@pulpenpilot-g9v,"Padalah yg geruduk ada ratusan, kok bisa ya cuma 8 orng jadi tersngka😊",2025-07-07T14:33:54Z,0
@irianysetyono1664,Guru gembul hebat.terima kasih,2025-07-07T14:33:14Z,0
@henkySiwaly,"Guru gembul Tuhan Memberkati anda sekeluarga cara berpikir anda sangat bertoleran lanjutkan terus saudara guru gembul, Wassalam 🙏",2025-07-07T14:32:28Z,0
@fajriangello,Menjadi WNI adalah kegagalan dan kesengsaraan tiada akhir,2025-07-07T14:32:15Z,0
@enywahyuningsih6776,Orang-orang bernalar rendah = gak bisa mikir mana atau........,2025-07-07T14:31:33Z,0
@cokrohindoyo8451,Polisinya memble...penakut ...tidak bisa jadi pengayom Masyarakat,2025-07-07T14:29:56Z,0
@hansangdri2866,presiden ada dmn?  macan asia sembunyi?,2025-07-07T14:29:28Z,0
@Ankmikha,"Di tempat saya rumah pribadi di jadikan tempat mengaji rutin terkadang memakai speaker, kami umat kristen tidak merasa terganggu kuping kami tidak merasa panas terbakar🔥",2025-07-07T14:28:51Z,0
@arisetyono2321,"Di balik kejadian pasti ada dalangnya,tp dalangnya ke mana?itu mah namanya lempar batu sembunyi tangan ,pelakunya ber nalar rendah,termasuk dalangnya nalar nya gag rendah lagi tp nyungsep",2025-07-07T14:27:55Z,0
@hadziqnaufal5047,Gmna dengan para penghujat agama ya?,2025-07-07T14:27:52Z,0
@ste5p,"Ultra Dungu Pro Max
😂😂😂",2025-07-07T14:27:21Z,0
@dyahmauzah1077,"serius nanya.
memang orang agama apa yang aman hidup di indonesia???


perasaan sama aja ngga ada yg aman,
apa lagi pejabat"" sekarang yang hanya takut makan daging babi tapi ngga takut makan duit riba",2025-07-07T14:27:16Z,0
@edysimanjuntak2209,"Teruslah menyampaikan keNETRALAN pak Guru.
Tuhan memberkati bapak.
Terimakasih.",2025-07-07T14:26:44Z,0
@galihroden5287,"Guru berarti si somat tu tdk beriman juga ya, krna menghina sesembahan agama lain😂😂😂",2025-07-07T14:26:21Z,0
@lewidarmawan2931,Jangan harap hal semacam ini terjadi di Kalimantan.,2025-07-07T14:25:31Z,1
@TarmidiTarmidi-hl8yk,"Dugaan sy itu pengacau  NKRI ,biar  negri ini tdk aman😂",2025-07-07T14:25:06Z,1
@MahmudMad-x4y,"Di indonesia yg non muslim kalau pengen hidup nyaman ngaku aja Mualaf 😂😂
Contohnya Dc,Drl dan lainnya😂😂",2025-07-07T14:25:02Z,1
@DaengGulalit,"Ooooo pak gugem itu baru tahu ya ? 
Terkait MUI , mereka lagi tidur kekenyangan .",2025-07-07T14:24:42Z,0
@komangteguh9812,Jabar..... Istimewa luar biasa.,2025-07-07T14:24:32Z,0
@nadiracantik495,Yang paling blunder  pak KDM malah ngundang keluarga pelaku.,2025-07-07T14:24:06Z,0
@creatifjiwa3725,Bali lepas indonesia bisa Darurat devisa,2025-07-07T14:23:47Z,0
@ujangsubarkah5319,"saya malu pa guru sebagai orang sukabumi, ternyata tetangga saya masih ultra dungu promax",2025-07-07T14:23:22Z,0
@kotjonk,"""Bernalar rendah alias dungu pro max?...👍👍👍👍👍👍👍👍 Pak guru",2025-07-07T14:23:01Z,0
@studiofitbytheo28,"Pak guru gembul , andai semua sodara ku kaum muslim punya pemikiran seperti bapak , mungkin indonesia kita ini ga miris sdm 😭",2025-07-07T14:22:25Z,0
@pelajarkehidupan3,"Mui mandul 
Cuma ngabisin duit negara 😂😂😂",2025-07-07T14:22:11Z,0
