author,text,published_at,like_count,clean_text,label_sentimen
@grubug8672,Bahas sengketa tanah di Aceh gugem,2025-07-07T10:37:16Z,0,Bahas sengketa tanah di Aceh gugem,neutral
@loudlimit,"Makannya jadi cowok itu kerja, cari duit. Kebanyakan nganggur jadi halu. Kontol digedein, isi dompet minta istri",2025-07-07T10:36:48Z,0,Makannya jadi cowok itu kerja cari duit Kebanyakan nganggur jadi halu Kontol digedein isi dompet minta istri,negative
@yuliarhendiyanto2161,"Islam lagi😂
Bosok ancen umat islam
Dimana mana selalu kaya gini
Untung sy bukan islam",2025-07-07T10:36:29Z,0,Islam lagi Bosok ancen umat islam Dimana mana selalu kaya gini Untung sy bukan islam,negative
@tambunanfamily4804,"Ajaran Islam bertentangan dgn Pancasila ,sebaik nya di bubarin aja",2025-07-07T10:35:21Z,0,Ajaran Islam bertentangan dgn Pancasila sebaik nya di bubarin aja,negative
@dwihandk1220,Pantas umat islam banyak yang MURTAD. Lihat kelakuannya biadab banget. Oknum ??? Tapi kok banyak dan sering terjadi....,2025-07-07T10:35:20Z,0,Pantas umat islam banyak yang MURTAD Lihat kelakuannya biadab banget Oknum ?? Tapi kok banyak dan sering terjadi,negative
@Suenprisuenpri-k2w,"Undang undang hsrus di buat jelas agar tidak ada perundungan lagi, urusan agama urusan pribadi jadi jgn main hakim sendiri",2025-07-07T10:35:17Z,0,Undang undang hsrus di buat jelas agar tidak ada perundungan lagi urusan agama urusan pribadi jadi jgn main hakim sendiri,neutral
@BayuAkbarK,'Restorative justice' sinonim dengan 'penegak hukum yang malas memproses perkara',2025-07-07T10:35:04Z,0,Restorative justice sinonim dengan penegak hukum yang malas memproses perkara,negative
@pelangimalam-L,"Otak nya pasti dilindungi, lihat aja yg ditangkap cuma 8 orang, padahal di video ada lebih dari 20 orang",2025-07-07T10:34:56Z,0,Otak nya pasti dilindungi lihat aja yg ditangkap cuma orang padahal di video ada lebih dari orang,negative
@rachmawatidetu45,"Bpk"" miskin😂😂",2025-07-07T10:34:40Z,0,Bpk miskin,negative
@yosephrahail9990,"Kami orang kristen ,katolik, hindu ,budha , tak perlu buat rusuh karena dapur kami gepul, tapi kamu perusak memang sdh di ajarkan begitu",2025-07-07T10:34:34Z,0,Kami orang kristen katolik hindu budha tak perlu buat rusuh karena dapur kami gepul tapi kamu perusak memang sdh di ajarkan begitu,negative
@AarashIbrahimovic,"Islam si paling sok suci, ngaku agama paling damai tapi apa buktinya, kalianlah yang paling tidak damai.",2025-07-07T10:34:05Z,0,Islam si paling sok suci ngaku agama paling damai tapi apa buktinya kalianlah yang paling tidak damai,negative
@Fortunadevasta,HAM:Hak Asasi Mayoritas,2025-07-07T10:34:03Z,1,HAM Hak Asasi Mayoritas,negative
@A_Accoustic,"Jujur jadi was2.. gua pengen ngulik lagu Hillsong, sambil latihan pake gitar elektrik, agak was2 Nanti di grebek.. lokasi di bekasi wilayah red zone intoleran 😂",2025-07-07T10:33:43Z,1,Jujur jadi was gua pengen ngulik lagu Hillsong sambil latihan pake gitar elektrik agak was Nanti di grebek lokasi di bekasi wilayah red zone intoleran,negative
@adelindahoar4838,Tuhan memberkatimu guru Gambul 🙏🙏,2025-07-07T10:33:06Z,9,Tuhan memberkatimu guru Gambul,positive
@zerba-organik,Kasus ini harus diusut tuntas kalau tidak Indonesia akan jadi Negara Intoleran di 2045.,2025-07-07T10:33:04Z,0,Kasus ini harus diusut tuntas kalau tidak Indonesia akan jadi Negara Intoleran di,negative
@bataramaya-p5s,7:46 mereka tidak membaca sun tzu art of war,2025-07-07T10:32:57Z,0,mereka tidak membaca sun tzu art of war,negative
@AepSaepudin-nq4no,semegah ini amarah para muslimin... astaghfirullahalazim..,2025-07-07T10:32:36Z,0,semegah ini amarah para muslimin astaghfirullahalazim,negative
@AarashIbrahimovic,Muslim jangan kerja sama orang Kristen atau Katolik.,2025-07-07T10:32:32Z,0,Muslim jangan kerja sama orang Kristen atau Katolik,neutral
@adamsonic4416,Parah padahal ibu saya suka ikut pengajian di rumah rumah warga kampung.apakah akan di gerudug juga ya?soalnya pengajian ga ada izinnya ke Polsek setempat😢,2025-07-07T10:32:26Z,1,Parah padahal ibu saya suka ikut pengajian di rumah rumah warga kampung apakah akan di gerudug juga ya?soalnya pengajian ga ada izinnya ke Polsek setempat,negative
@Christina.02,"Guru Gembuuulll.... 
Anda kereeeeeennnnnn....
Terimakasssiih yaa...",2025-07-07T10:32:13Z,0,Guru Gembuull Anda kereenn Terimakassiih yaa,positive
@NS-dq4xz,"memang di negara indonesia ini rakyatnya cuman orang Islam. Presiden, pemerintah, polisi dan semua aparat di indonesia hanya untuk orang islam saja. Yang beragama non islam itu bukan rakyat indonesia, tidak akan di dengar dan cuman jadi asesoris.",2025-07-07T10:32:07Z,0,memang di negara indonesia ini rakyatnya cuman orang Islam Presiden pemerintah polisi dan semua aparat di indonesia hanya untuk orang islam saja Yang beragama non islam itu bukan rakyat indonesia tidak akan di dengar dan cuman jadi asesoris,negative
@Samudra-z9m,MASA SIH PULKISI MAJU MUNDUR ... ???,2025-07-07T10:31:15Z,0,MASA SIH PULKISI MAJU MUNDUR ??,negative
@rwirisno049,"Sok fanatisme, tapi merusak toleransi beragama, itu namanya sama saja tidak bertanggung jawab pada Sila Pertama Pancasila",2025-07-07T10:31:08Z,0,Sok fanatisme tapi merusak toleransi beragama itu namanya sama saja tidak bertanggung jawab pada Sila Pertama Pancasila,negative
@Nuri-r8d,Yes colab mui donk gg,2025-07-07T10:30:57Z,0,Yes colab mui donk gg,negative
@Andre-dj3vb,"Liat oknum islam ini bikin saya muak, siapa sih ngajarkan merekeka begitu, hukum aja pelaku itu.",2025-07-07T10:30:57Z,0,Liat oknum islam ini bikin saya muak siapa sih ngajarkan merekeka begitu hukum aja pelaku itu,negative
@lissetyowati7293,Guru Gembul sy sangat setuju dengan apa yg anda utarakan sangat benar. Krn anda mengaplikasikan ajaran agama anda dengan benar dan tidak takut mengutarakan kebenaran. Yg jelas dikasus ini aktor propokator yg hrs di tangkap,2025-07-07T10:30:47Z,1,Guru Gembul sy sangat setuju dengan apa yg anda utarakan sangat benar Krn anda mengaplikasikan ajaran agama anda dengan benar dan tidak takut mengutarakan kebenaran Yg jelas dikasus ini aktor propokator yg hrs di tangkap,positive
@Faktaos,"Melanggar hukum agama dan melanggar hukum negara 😂😂
Gila""",2025-07-07T10:30:40Z,0,Melanggar hukum agama dan melanggar hukum negara Gila,negative
@AkunOpbr-v9f,"Bapak2 yg kerjaan serabutan,, pantes aja gda kerjaan😂",2025-07-07T10:29:45Z,0,Bapak yg kerjaan serabutan pantes aja gda kerjaan,negative
@endjahhamami4961,"Kata Kades di podcast KDM,  Pemilik Vila berbohong bahwa Duit 100 Jt dari KDM  TIDAK dibagikan kepada Masjid disekitar TKP,  tapi masih dipegang oleh Pemilik Vila.",2025-07-07T10:29:42Z,0,Kata Kades di podcast KDM Pemilik Vila berbohong bahwa Duit Jt dari KDM TIDAK dibagikan kepada Masjid disekitar TKP tapi masih dipegang oleh Pemilik Vila,negative
@udinwasisto4811,"Pelaku pengrusakan memang bernalar rendah tapi otak provokator itu berarti bermoral rendah.
Polisi/penegak hukum sdh tahu akan & sedang melakukan pengrusakan itu bernalar / bermoral bagaimana ????
Apalagi yg ditangkap pelaku orang bernalar rendah tapi tokoh Pengrusak yg bermoral rendah sbg tokoh kok susah ditangkap.
Mengapa Polisi  susah & takut menangkapnya. ?????",2025-07-07T10:29:40Z,0,Pelaku pengrusakan memang bernalar rendah tapi otak provokator itu berarti bermoral rendah Polisi penegak hukum sdh tahu akan sedang melakukan pengrusakan itu bernalar bermoral bagaimana ?? Apalagi yg ditangkap pelaku orang bernalar rendah tapi tokoh Pengrusak yg bermoral rendah sbg tokoh kok susah ditangkap Mengapa Polisi susah takut menangkapnya ??,negative
@oldGame-ov7ph,"Lama lama fi Indonesia islam bukan dianggap agama lagi, lebih cocok dianggap ormas😮‍💨",2025-07-07T10:29:37Z,0,Lama lama fi Indonesia islam bukan dianggap agama lagi lebih cocok dianggap ormas,negative
@Zaintfts,"MUNGKINKAH ini False Flag?.mungkinkah ini konspirasi dari tokoh kristen untuk menjatuhkan citra islam?menurut saya terlalu kebetulan dan terlalu bodoh jika sampai menghancurkan properti dan mobil.dalang dari kerusuhan ini mungkin orang penting dan mepunyai kekuatan provokasi dan pengaruh yang besar.mengapa? karena sebentar lagi ada event Dr zakir naik dakwah di beberapa kota di indonesia,mungkinkah kerusuhan ini untuk mencegah umat kristen datang ke acara tersebut?,karena sudah terpengaruh oleh isu ini dan akhirnya menganggap islam adalah agamanya perusuh dan intoleran?",2025-07-07T10:29:11Z,0,MUNGKINKAH ini False Flag? mungkinkah ini konspirasi dari tokoh kristen untuk menjatuhkan citra islam?menurut saya terlalu kebetulan dan terlalu bodoh jika sampai menghancurkan properti dan mobil dalang dari kerusuhan ini mungkin orang penting dan mepunyai kekuatan provokasi dan pengaruh yang besar mengapa? karena sebentar lagi ada event Dr zakir naik dakwah di beberapa kota di indonesia mungkinkah kerusuhan ini untuk mencegah umat kristen datang ke acara tersebut? karena sudah terpengaruh oleh isu ini dan akhirnya menganggap islam adalah agamanya perusuh dan intoleran?,negative
@sayarobbyy,"6 agama yg diakui di Indonesia, 5 yg akur",2025-07-07T10:29:09Z,14,agama yg diakui di Indonesia yg akur,neutral
@nimrotasoi1334,"Bangun Greja tak Boleh, ibadah di rumah juga tak boleh.
Kisimpulannya AGAMA KRISTEN DI LARANG IBADAH.
Negeri Aneh, orang mau beribadah saja dilarang. Ternyata kaum tersebut lebih sadis dari PKI.",2025-07-07T10:28:43Z,0,Bangun Greja tak Boleh ibadah di rumah juga tak boleh Kisimpulannya AGAMA KRISTEN DI LARANG IBADAH Negeri Aneh orang mau beribadah saja dilarang Ternyata kaum tersebut lebih sadis dari PKI,negative
@RomyLengkong,Yanf bener jawa dam sunatra  aja jgn bawa indonesia yah di ntt sulut balia dan pulau papua  tdk  berlaku mohon maaf guru gembul saya koreksi😍😊😍😍🙏😊,2025-07-07T10:28:35Z,0,Yanf bener jawa dam sunatra aja jgn bawa indonesia yah di ntt sulut balia dan pulau papua tdk berlaku mohon maaf guru gembul saya koreksi,negative
@agunghendra6960,"Terima kasih pencerahannya, sangat mengedukasi...Semoga semakin banyak umat yg tercerahkan...Aamiin🙏",2025-07-07T10:28:03Z,0,Terima kasih pencerahannya sangat mengedukasi Semoga semakin banyak umat yg tercerahkan Aamiin,positive
@lonewolf7314,"nggak heran provinsi ono mah,dahal banyak dukun jg disono pd nyembah cikidul😂",2025-07-07T10:27:55Z,0,nggak heran provinsi ono mah dahal banyak dukun jg disono pd nyembah cikidul,negative
@suyuti5429,"Namanya terus terang saja orang bodoh ,disuruh  terjun ke lobang ngikut  disuruh  tai kuda dimakan  ,tapi yang nyuruh enak enak duduk manis minum kopi hangat .",2025-07-07T10:27:24Z,0,Namanya terus terang saja orang bodoh disuruh terjun ke lobang ngikut disuruh tai kuda dimakan tapi yang nyuruh enak enak duduk manis minum kopi hangat,negative
@IRON-III,Ya Bapa ampunilan mereka. Karena mereka tidak tahu apa yang mereka perbuat.,2025-07-07T10:27:16Z,0,Ya Bapa ampunilan mereka Karena mereka tidak tahu apa yang mereka perbuat,negative
@DomingosClementeSoares,"Indonesia dibagi 2 negara; negara 1 khusus untuk beragama islam, 2 khusus utk non islam..maju",2025-07-07T10:27:09Z,11,Indonesia dibagi negara negara khusus untuk beragama islam khusus utk non islam maju,positive
@nonton-pelem,Yg dimarahkan itu apa ya wong gk diserang...aneh2 wae,2025-07-07T10:27:03Z,0,Yg dimarahkan itu apa ya wong gk diserang aneh wae,negative
@PurpleButterfly-co5wd,"Yg nyerbu sekampung, yg ditangkap 7 orang itupun dilindungi Kemenham",2025-07-07T10:27:01Z,0,Yg nyerbu sekampung yg ditangkap orang itupun dilindungi Kemenham,negative
@ayyabasariayyabasari9174,Bandung... Bogor... Sukabumi.. Bekasi dn sekitarnya adalah sarang begundal2 yg mengatasnamakan agama dan sangat intoleransi...sarangnya habib2 palsu dan sekte2 sesat semuanya ada didaerah Jabodetabek,2025-07-07T10:26:40Z,0,Bandung Bogor Sukabumi Bekasi dn sekitarnya adalah sarang begundal yg mengatasnamakan agama dan sangat intoleransi sarangnya habib palsu dan sekte sesat semuanya ada didaerah Jabodetabek,negative
@mockamandagy,"Bapak bapak tidak mempunyai pekerjaan, makanya begitu pak guru gembul 😅😂",2025-07-07T10:26:33Z,0,Bapak bapak tidak mempunyai pekerjaan makanya begitu pak guru gembul,negative
@080_muhammadarkanuddinhani2,"Saya percaya bahwa sekarang yang paling banyak memuгtadkan orang Islam adalah sesama orang Islam itu sendiri, bukan misiоner, bukan orang athеis, dsb",2025-07-07T10:26:25Z,364,Saya percaya bahwa sekarang yang paling banyak memu tadkan orang Islam adalah sesama orang Islam itu sendiri bukan misi ner bukan orang ath is dsb,positive
@KingKong-be8yk,"Pak kalo anak Nakal Jabar masuk Barak Militer, Apakah Bapak2 intoleran Jabar harus masuk Barak Israel?? 😊",2025-07-07T10:26:03Z,1,Pak kalo anak Nakal Jabar masuk Barak Militer Apakah Bapak intoleran Jabar harus masuk Barak Israel??,negative
@irgidisini2077,"Emang eghhhhh ngeselin muslim dikita ini. 

Udah mah cuma islam KTP, minim literasi, eh minim pula toleransi

Akibatnya apa? Yap, muslim yang gak ikut2an begitu jadi kebawa jelek & malu.",2025-07-07T10:25:57Z,1,Emang eghh ngeselin muslim dikita ini Udah mah cuma islam KTP minim literasi eh minim pula toleransi Akibatnya apa? Yap muslim yang gak ikutan begitu jadi kebawa jelek malu,negative
@020004011,Apakah pelaku perusakan  ditahan?,2025-07-07T10:25:57Z,0,Apakah pelaku perusakan ditahan?,negative
@f123ky,"Pak KDM terlalu baik sama para perusuh, sehingga banyak modus penipuan ke pak KDM.. 25 taon saling mengenal, tp yg buat kerusuhan adalah warga di depan rumah yg di jarah, tamu yg dtg parkir di depan rumah…apa mungkin ini hanya soal uang aja, di setiap kejadian pasti ada team banteng🥹",2025-07-07T10:25:45Z,0,Pak KDM terlalu baik sama para perusuh sehingga banyak modus penipuan ke pak KDM taon saling mengenal tp yg buat kerusuhan adalah warga di depan rumah yg di jarah tamu yg dtg parkir di depan rumah apa mungkin ini hanya soal uang aja di setiap kejadian pasti ada team banteng,negative
@GRXLD,"Terkhusus yang di luar NTT
Sini main main ke NTT biar tau apa itu toleransi yang sebenarnya

di NTT tidak pernah ribut soal agama, mabuk agama",2025-07-07T10:25:42Z,0,Terkhusus yang di luar NTT Sini main main ke NTT biar tau apa itu toleransi yang sebenarnya di NTT tidak pernah ribut soal agama mabuk agama,negative
@kevineffendi6606,"Aktor utama hidup tenang dan nyaman, 7 aktor pembantu jadi tumbal",2025-07-07T10:25:32Z,0,Aktor utama hidup tenang dan nyaman aktor pembantu jadi tumbal,negative
@oldGame-ov7ph,"Ada ada aja njir, malu maluin, kebanyakan di cekokin para ulamatulul jadi otaknya ilang,",2025-07-07T10:25:22Z,0,Ada ada aja njir malu maluin kebanyakan di cekokin para ulamatulul jadi otaknya ilang,negative
@HerryRoNa,"Intoleransi menghambat, bahkan mengusir investor. Kaum intoleran sadar gak ya bahwa mereka membuat rakyat miskin?",2025-07-07T10:25:21Z,0,Intoleransi menghambat bahkan mengusir investor Kaum intoleran sadar gak ya bahwa mereka membuat rakyat miskin?,negative
@ギオ5508,"Untuk saudara2 Katholik, Protestan, Buddha, Hindu, dan Konghucu yang punya kemampuan dan kesempatan untuk pindah ke luar negeri,segeralah pindah, kabulkan saja keinginan mereka untuk tinggal hanya dengan yang seiman... Kita lihat berapa lama mereka bisa bertahan hidup tanpa campur tangan ekonomi umat agama yang mereka benci.",2025-07-07T10:25:17Z,17,Untuk saudara Katholik Protestan Buddha Hindu dan Konghucu yang punya kemampuan dan kesempatan untuk pindah ke luar negeri segeralah pindah kabulkan saja keinginan mereka untuk tinggal hanya dengan yang seiman Kita lihat berapa lama mereka bisa bertahan hidup tanpa campur tangan ekonomi umat agama yang mereka benci,negative
@imonang,"YANG BENAR GUGEM... ?
Kalau percaya diri bahas agama sendiri
Gangguan tak pakai TOA

Besok zakir naik kotbah lo...
kita lihat saja",2025-07-07T10:25:14Z,0,YANG BENAR GUGEM ? Kalau percaya diri bahas agama sendiri Gangguan tak pakai TOA Besok zakir naik kotbah lo kita lihat saja,negative
@RonnySuy,"Negara / aparat Negara lemah sekali atau seolah olah membiarkan POLISI TNI ASN diam saja . Klu aparat betul2 tdk  memihak tidak akan banyak kejadian2 seperti ini. Pantas saja papua , aceh , maluku ingin merdeka.",2025-07-07T10:25:04Z,0,Negara aparat Negara lemah sekali atau seolah olah membiarkan POLISI TNI ASN diam saja Klu aparat betul tdk memihak tidak akan banyak kejadian seperti ini Pantas saja papua aceh maluku ingin merdeka,negative
@Doc_SLAV,2:02 kapolda mirip bahlil,2025-07-07T10:24:50Z,0,kapolda mirip bahlil,negative
@Afed66,waduh jadi mui setan donk😂😂😂,2025-07-07T10:24:47Z,0,waduh jadi mui setan donk,negative
@Faktaos,"Agama TERBARBAR 😂
BAGAIMANA AKAL SEHAT KALIAN MENYERANG ANAK KECIL?",2025-07-07T10:24:31Z,0,Agama TERBARBAR BAGAIMANA AKAL SEHAT KALIAN MENYERANG ANAK KECIL?,negative
@suwir7212-z8w,Muslim🤣🤣🤣,2025-07-07T10:24:30Z,0,Muslim,neutral
@andreperanginangin4889,Kalau perbuatan Bar-bar dan Biadap seperti ini tidak di tindak tegas oleh Pemerintah berbahaya sekali Negara ini !!,2025-07-07T10:24:25Z,6,Kalau perbuatan Bar bar dan Biadap seperti ini tidak di tindak tegas oleh Pemerintah berbahaya sekali Negara ini !!,negative
@thegrandlord2914,"Arti dari Kristen adalah ""Orang yang mengikuti Yesus Kristus""

Kecuali umat katolik udah gak mengakui Yesus sebagai Tuhan dan mengganti tuhannya dengan karakter lain, misalnya thanos, picolo atau apalah itu, maka Katolik tetaplah Kristen.

Yang benar itu Kristen Katolik dan Kristen Protestan",2025-07-07T10:24:23Z,0,Arti dari Kristen adalah Orang yang mengikuti Yesus Kristus Kecuali umat katolik udah gak mengakui Yesus sebagai Tuhan dan mengganti tuhannya dengan karakter lain misalnya thanos picolo atau apalah itu maka Katolik tetaplah Kristen Yang benar itu Kristen Katolik dan Kristen Protestan,negative
@tikachandra-w3r,Maka robohkan saja pohon2 itu.....jika itu yg terjadi.....?,2025-07-07T10:24:20Z,0,Maka robohkan saja pohon itu jika itu yg terjadi ?,negative
@ade0779,Yap pak guru benar,2025-07-07T10:24:19Z,0,Yap pak guru benar,neutral
@susireinieren-bali5495,"Miris ya,..kapan netizen itu berpikir sehat? Negara harus hadir dalam kasus itu. Hukum harus ditegakkan.",2025-07-07T10:24:10Z,0,Miris ya kapan netizen itu berpikir sehat? Negara harus hadir dalam kasus itu Hukum harus ditegakkan,negative
@prime-e2y,MAbok  mabok apa yang merusak gereja?,2025-07-07T10:24:04Z,0,MAbok mabok apa yang merusak gereja?,negative
@Supriyadi-v9n6m,"Boleh saja Pak Guru Gembul bernalar seperti itu. Disisi lain boleh juga ada penalaran yg lain. Oleh karena gangguan ibadah kristen itu sdh berkali-
kali dan pemerintah tidak bisa menyetop sikap intoleransi, malah kesannya dianggap sepele. Dengan demikian hal itu terus-menerus terjadi. Entah keadaan ini sampai kapan bisa berhenti. Mungkin sampai kiamat gak tahu juga.",2025-07-07T10:23:57Z,0,Boleh saja Pak Guru Gembul bernalar seperti itu Disisi lain boleh juga ada penalaran yg lain Oleh karena gangguan ibadah kristen itu sdh berkali kali dan pemerintah tidak bisa menyetop sikap intoleransi malah kesannya dianggap sepele Dengan demikian hal itu terus menerus terjadi Entah keadaan ini sampai kapan bisa berhenti Mungkin sampai kiamat gak tahu juga,negative
@Vix777m,"SEBAGAI MUSLIM BENER MALU, MAAF YAH ORANG2 PARA PENGIKUT YESUS. SY JD OERTNYAKAN BESAR HADIS2 YG BANYAK KEKERASAN",2025-07-07T10:23:51Z,0,SEBAGAI MUSLIM BENER MALU MAAF YAH ORANG PARA PENGIKUT YESUS SY JD OERTNYAKAN BESAR HADIS YG BANYAK KEKERASAN,negative
@baktibangsa6826,Hapus aja deh at taubah 123,2025-07-07T10:23:41Z,0,Hapus aja deh at taubah,negative
@kai_nobuo,"Retreat kurang lebih sama seperti Ujian Naik Kelas di sekolah.
diadakan setahun sekali dan tempatnya berubah-ubah (gak selalu di tempat yang sama).
ini yang saya tau.",2025-07-07T10:23:36Z,0,Retreat kurang lebih sama seperti Ujian Naik Kelas di sekolah diadakan setahun sekali dan tempatnya berubah ubah gak selalu di tempat yang sama ini yang saya tau,negative
@malekiacank5169,"Indonesia hanya di pulau jawa jika demikian yg ada maksudkan,maka dari itu pulau lain boleh memisahkan diri dan mardeka. Tidak ada lagi indonesia apalagi Pancasila.",2025-07-07T10:23:33Z,0,Indonesia hanya di pulau jawa jika demikian yg ada maksudkan maka dari itu pulau lain boleh memisahkan diri dan mardeka Tidak ada lagi indonesia apalagi Pancasila,negative
@mfhary278,Sudah biasa umat muslim kalo ketahuan buat masalah tidak mau mengakui malah bersilat lidah putar balikan fakta....contoh nya lembaga MUI...kerjaannya cm ngeluarin fatwa haram halal doank...tai kucing...!!!,2025-07-07T10:23:11Z,0,Sudah biasa umat muslim kalo ketahuan buat masalah tidak mau mengakui malah bersilat lidah putar balikan fakta contoh nya lembaga MUI kerjaannya cm ngeluarin fatwa haram halal doank tai kucing !!,negative
@Hartanto-um1gl,"HAM hanya untuk mayoritas, tidak untuk minoritas",2025-07-07T10:22:32Z,0,HAM hanya untuk mayoritas tidak untuk minoritas,negative
@SahabatGameIndonesia,"11:48, saya agak shock...",2025-07-07T10:22:18Z,0,saya agak shock,neutral
@IlmyHidayatjati,"Koruptor yg berada kelompoknya  di bela, orang berdoa di grebek",2025-07-07T10:22:09Z,0,Koruptor yg berada kelompoknya di bela orang berdoa di grebek,negative
@MarxesoGimang,Itu klo tersangka dpenjara apa iya ketua gerombolanx ksh nafkah k kluarga yg dipenjara😂😂😂😂😂😂😂😂,2025-07-07T10:22:08Z,0,Itu klo tersangka dpenjara apa iya ketua gerombolanx ksh nafkah k kluarga yg dipenjara,negative
@aguskurniawan5933,"Kan yang ngajarin masyarakat di sana MUI jg😂, masa guru minta maaf klu anak didiknya aja ga merasa bersalah🙈 kan itu ga mendidik anak didiknya klu menurut mereka 🤣",2025-07-07T10:21:58Z,0,Kan yang ngajarin masyarakat di sana MUI jg masa guru minta maaf klu anak didiknya aja ga merasa bersalah kan itu ga mendidik anak didiknya klu menurut mereka,negative
@yondrislie9054,Seandainya yg dimaksud pGuru bisa terjadi maka sdh lama kita meninggalkan negara² maju yg ada  sekarang mungkin minimal masuk 3 besar negara makmur krn negeri ini  memiliki banyak org² yg tercerahkan didukung kekayaan alam yang luar biasa,2025-07-07T10:21:41Z,0,Seandainya yg dimaksud pGuru bisa terjadi maka sdh lama kita meninggalkan negara maju yg ada sekarang mungkin minimal masuk besar negara makmur krn negeri ini memiliki banyak org yg tercerahkan didukung kekayaan alam yang luar biasa,negative
@ookjelek7169,"Lihat di video lebih dari 15 sampai 20 orang  lebih yg merusak rumah yg dipakai retreet
Kok ini cuma 8 orangyg ditangkap aneh",2025-07-07T10:21:30Z,0,Lihat di video lebih dari sampai orang lebih yg merusak rumah yg dipakai retreet Kok ini cuma orangyg ditangkap aneh,negative
@RonnySuy,"Betul sekali Guru Gembul , setuju . Sekalian Negara ini kita bagi2 saja .ada Negara Indonesia Islam , ada Negara Indonesia Kristen ada Negara Indonesia budha , hindu dll. Supaya aman orang beribadah bagaimana ?",2025-07-07T10:21:00Z,0,Betul sekali Guru Gembul setuju Sekalian Negara ini kita bagi saja ada Negara Indonesia Islam ada Negara Indonesia Kristen ada Negara Indonesia budha hindu dll Supaya aman orang beribadah bagaimana ?,negative
@deesign7202,"Sesuai pak dedi !!!! Orang yang beragama belum tentu berbudaya, tapi orang yang berbudaya sudah tentu paham agama. 
Tolong pak jaga budaya INDONESIA, jangan sampai budaya INDONESIA dikalahkan AGAMA !!",2025-07-07T10:20:33Z,1,Sesuai pak dedi !! Orang yang beragama belum tentu berbudaya tapi orang yang berbudaya sudah tentu paham agama Tolong pak jaga budaya INDONESIA jangan sampai budaya INDONESIA dikalahkan AGAMA !!,neutral
@lexy_al,"Orang-orang yang melakukan persekusi terhadap acara retret agama lain di Sukabumi itu semakin mengerdilkan agamanya sendiri. Mereka gagal menerjemahkan agama karena mungkin sejak lama meyakini, bahwa agama adalah ""ruang pengadilan"" untuk menjadikan Tuhan sebagai obyek sengketa. Miris 😢",2025-07-07T10:20:19Z,2,Orang orang yang melakukan persekusi terhadap acara retret agama lain di Sukabumi itu semakin mengerdilkan agamanya sendiri Mereka gagal menerjemahkan agama karena mungkin sejak lama meyakini bahwa agama adalah ruang pengadilan untuk menjadikan Tuhan sebagai obyek sengketa Miris,negative
@didanktwo,yg sering bilang wahabi biasanya tuh upss,2025-07-07T10:20:06Z,1,yg sering bilang wahabi biasanya tuh upss,negative
@umarjamingan9371,MUI itu hanya ormas saja,2025-07-07T10:19:58Z,0,MUI itu hanya ormas saja,neutral
@andhikaputra8283,"Koar-koar si paling suci secara tidak langsung umatnya sendiri yang merusak islam, perasaan arab gk gini-gini amat.",2025-07-07T10:19:30Z,0,Koar koar si paling suci secara tidak langsung umatnya sendiri yang merusak islam perasaan arab gk gini gini amat,negative
@buupyboopy9306,yang katanya agama paling sempurna tapi malah paling insecure ..kasihan,2025-07-07T10:19:28Z,0,yang katanya agama paling sempurna tapi malah paling insecure kasihan,negative
@lavender9974,"Kalau orang muslim ingin tidak banyak orang murtad, kalian harus melawan orang orang Islam yang radikall. Saya percaya lebih banyak Islam yang damai darupada oknum2. seperti ini.",2025-07-07T10:19:24Z,0,Kalau orang muslim ingin tidak banyak orang murtad kalian harus melawan orang orang Islam yang radikall Saya percaya lebih banyak Islam yang damai darupada oknum seperti ini,negative
@YusufKarel-b7r,"Saya setuju MUI di bubarkan
Alohuakbar",2025-07-07T10:19:15Z,0,Saya setuju MUI di bubarkan Alohuakbar,negative
@RobRichRoy,Terimakasih sudah speak up 🙏🏽,2025-07-07T10:18:59Z,0,Terimakasih sudah speak up,positive
@mochsaleh8114,Jangan lagi ada yg bilang islam agama damai karena jelas nampak didepan mata bahkan internasional tahu kalo islam menjadi radikal selalu menyerang sesama ciptaan tuhan,2025-07-07T10:18:04Z,0,Jangan lagi ada yg bilang islam agama damai karena jelas nampak didepan mata bahkan internasional tahu kalo islam menjadi radikal selalu menyerang sesama ciptaan tuhan,negative
@sonywitjaksonowitjaksono6853,Bubarkan saja MUI,2025-07-07T10:17:53Z,0,Bubarkan saja MUI,negative
@SunHand-w3r,"Siapa orang kuat itu..?
Ridwan.Kamil.kah ?",2025-07-07T10:17:53Z,0,Siapa orang kuat itu ? Ridwan Kamil kah ?,neutral
@freshgraduatee,"cik atuh orang sukabumi teh saladar toleran meni hese abi mah, abdi ge urng sukabumi di spn lido aya Gareja surau tapi anyem we santai da masing masing haduhhhh.",2025-07-07T10:17:12Z,0,cik atuh orang sukabumi teh saladar toleran meni hese abi mah abdi ge urng sukabumi di spn lido aya Gareja surau tapi anyem we santai da masing masing haduhh,negative
@2112Liz,"Indonesia sdh pecah. Tinggal kapan dikuasai negara lain yg lebih kuat saja. Jaman sekarang bukan penjajahan secara perang kayak jaman dulu, tapi penguasaan secara strategi dan ekonomi.",2025-07-07T10:17:04Z,0,Indonesia sdh pecah Tinggal kapan dikuasai negara lain yg lebih kuat saja Jaman sekarang bukan penjajahan secara perang kayak jaman dulu tapi penguasaan secara strategi dan ekonomi,negative
